"","ID","DrugReport","NAME","EXTENSION"
"38","0045","Seems to have helped me turn a corner. 2mg of this with 60mg of Abidal. Adding Prexifan seemed to help within days. Not out of the 'dark' yet, but actually can see the light.Mostly, has lifted my mood. I needed that.
","file45.txt",".txt"
"39","0046","Wow, this drug has really lifted my mood!  Before having this added to my Escalan, I cried almost constantly and often had feelings of suicide(in the passive sense).  I feel more alive, have less bad thoughts, has helped me with my anxiety and has motivated me and given me a new lease on life! Also, I am not so fearful of things like I used to be. The only problem is I don't get as much sleep as I used to but all things considered, I am willing to deal with this and hope this goes away in time.
","file46.txt",".txt"
"40","0048","On the lowest dose 2 mg.  Developed insomia sleeping only 2 hours at a time for 4 hours per day.
","file48.txt",".txt"
"41","0049","BE CAREFUL WITH THIS MED. Thought this was the answer! However, after the 2nd month I started getting very weird...fidgety, restless, paranoia (by the 3rd month I was afraid to even drive!) It almost made me loose my mind! (What was left of it.) Stopped taking after 5 months, it has taken almost a year for me to recover from the side effects.
","file49.txt",".txt"
"42","0051","Taking Prexifan has helped my motivation to do things, but the akathesia is bothersome at times.  I feel fidgety all the time (not like me at all).  I also seem to have a lot of GI symptoms (upset stomach, gas, weird appetite). I haven't decided if I should stop tx yet.
","file51.txt",".txt"
"43","0052","It didn't take 4 weeks like most antidepressants to kick in. I starting working within the first week.The side effects were minimal and tolerable.
","file52.txt",".txt"
"44","0053","I take this with elevex.Side effects were minor and went away after a week or so,
","file53.txt",".txt"
"45","0100","At first I liked it, I took it along with Escalan. Felt more at ease in people situations, but had a hard time on the computer at work, AND, I swear. i was losing my hair and my hair was definitely becoming more brittle. Not worth it.  I took it 6 weeks, 5mg.
","file100.txt",".txt"
"46","0101","Worked miracles for me. But I gained 45 pounds in 2 years. Just stopped taking it because of that.
","file101.txt",".txt"
"47","0102","I stopped taking it because I thought it caused me pain and trouble walking suddenly. MRSA may also have something to do with it.
","file102.txt",".txt"
"48","0103","My son took this medication for depression, and after two weeks he was suicidal and cutting.
","file103.txt",".txt"
"49","0104","After 2 years on Respirdal along with Ecstapin, I was done with the extreme tiredness I had. I had no motivation and stayed in bed most of the day. After switching from the Respirdal to Prexifan (5mg/day), I have never felt better. After only 5 days, I started getting up in the morning and have re-gained my motivation. This has literally been a life-saver for me. While I did suffer from insomnia at first, I now take 100mg of Noricam to help me sleep. This has been the only drug I have taken that has made a difference.
","file104.txt",".txt"
"50","0105","in and out of depression, anxiety is this normal
","file105.txt",".txt"
"51","0106","People people PEOPLE- Just because one person had 'x y z' side effects. The problem with this (or any) medication does in NO way mean it may not work well for another. I REFUSE to take a medication who has weight gain in the top 3 of side effects. That isnot worth it to me to gain anymore than 10lbs and even that is pushing it. Sorry, I am hard wired like that. Trust me Ive tried to change my thinking on weight.. My diagnosis is bipolar 1 rapid cycling and much of my life has been very chaotic. I am 38 and hoped it would have mellowed out a lot more, it has some. My current cocktail is 300mg MERIFLEX, 150 Exulactin, 750 of noderall, 25mg essequal and now (for 1 wk) 2mg of prexifan. I feel really antsy and am annoying me self a little bit. I wondered why mysleep was sucking past few days (abil might explain it) so i added a bit more essequal and clonipin when necc. Do not recommend someone chging up meds and does willy nilly. For me I have been doing it for 25yrs and go w/ the flow of what helps me. Good luck to everyone.
","file106.txt",".txt"
"52","0107","at first was on 5mg jumping like a rabbit.now i'm on 2mg a day now i'm a deer
","file107.txt",".txt"
"53","0108","I take 80mg of Elevex along with 20mg of Prexifan and 1 mg of revinor prn for anxiety.  I have noticed a decrease in my need for Revinor, my mood is better, I feel calm and no problems concentrating.  My legs are restless and sleep is broken, my vision is alsosomewhat worse.  But I am happy with how it works with my depression.
","file108.txt",".txt"
"54","0109","I take 20 mg of Prexifan per day along with 450 mg of Ecstapin.  So far the Prexifan has increased my mood and am satisfied with it.  Only down side I think it is effecting my sleep,  I am not sleeping through the night.
","file109.txt",".txt"
"55","0110","I found this medication very helpful the only problem is the high cost
","file110.txt",".txt"
"56","0111","I was on 10mg for about 3 weeks and it made me too tired and a little dizzy, now im on 2 mg and its working just right for my anxiety/depression.
","file111.txt",".txt"
"57","0112","Upon starting Prexifan, my vision worsened and I constantly blink, and I am uncomfortable with or without my glasses.  I have also noticed slight leg cramping. The extra energy I feel is regurgitated into anxiety.  I know I have things to do, but just sit and fret over them instead of getting them done. I can no longer sleep at night, nor take a nap.  It is not good for someone with GAD along with depression.
","file112.txt",".txt"
"58","0113","I began this med approximately 7 weeks ago, despite the one person who can't believe anyone is being honest in saying it helps. I can't believe the difference in side effects of the reviewsers. I am not lying when I say this medication is helping me so far, the side effects have been minimum. To the person who commented on the med not helping enough - ask your doc about an increase in dosage. You are only on 2 mg and I started out on 20mg. I had to go down to 15 mg because I felt too tired. The 15 mg with other meds (Ecstapin, Neuorontin, etc.) is much better. I am hoping that the med continues to help after being on so many over the years.
","file113.txt",".txt"
"59","0114","Horrible side effect....unable to sit still!  I want to crawl out of my skin!  My Dr. tells me it will be several weeks before this is all out of my system.
","file114.txt",".txt"
"60","0115","Amazing change from a tiny little pill. Have had chronic dysthymia punctuated by major depressive episodes for 30+ years, even though I've tried many different anti-depressants. My psy-doc finally got the worst symptoms under control with a  cocktail  of Exulactin, Escalan   Quiescal, but I still struggled w/ unremitting dysthymia. Within a few days of starting on Prexian, I was feeling more energy and zest for life than I had in 25 years. My chronic philosophical funk ( What the heck is the point in living?? ) is gone. I can actually feel joy. I am so grateful for this med!
","file115.txt",".txt"
"61","0116","I have had some good luck with this
","file116.txt",".txt"
"62","0117","I am taking a low dose for anxiety and have noticed great improvement within a week.  I concentrate better and have more energy.  No side effects that I've noticed.   For those having side effects, may be a lower dosage is needed.
","file117.txt",".txt"
"63","0118","Is it alright to take this if you have a seizure disorder?
","file118.txt",".txt"
"64","0119","cost to much money
","file119.txt",".txt"
"65","0120","This medicine does help me slow my ADD/ADHD brain down a little but it also slows my physical abilities down where it is more difficult the exercise, walk,bike and going up and down the stairs. So I'm not sure yet if I want to stay on this or try something new.
","file120.txt",".txt"
"66","0121","This med has changed my life. I noticed the change almost instally with minimal side effects. they all went away with time. I have been on prexifan for 3 months and has worked great. Also take ecstapin. Good combo for major depression. If the cost was a little cheaper that would be good but you cant put a price tag on goood health so take if it can help nevermind the cost. Good luck to all who suffer as all of us have. There is light at the end of the tunnel just keep trying different meds one will work.
","file121.txt",".txt"
"67","0122","I was prescribed Prexifan as a supplement to Exulactin for depression.  The medicine seemed to work well initially, but has since caused uncontrollable muscle spasms in both legs making it impossible to walk. It also has caused loss of sensation and the ability to grasp things properly with my hands. For these reasons I have decided to discontinue use of this drug.
","file122.txt",".txt"
"68","0123","Have been on Prexifan for just over month and it has made me feel better than have in years,more energy,wakes me right up in morning. Side effects 1st few days but went away. Helps mood and overall being.Would recommend to try. I am taking as additve to Ecstapin. I LOVE IT
","file123.txt",".txt"
"69","0124","I WOULD NOT RECOMEND THIS DRUG!IT MADE ME SUICIDAL
","file124.txt",".txt"
"70","0125","When I first started taking Prexifan, It took about 2 weeks before I noticed any change in my behavior. I seemed more calm and patient with others and my depression symtoms seemed to be at ease, for once... But theres two side affects that Im not sure thatI can put up with since Ive been taking this medication, and that is extreme weight gain and uncontrolable eye movements, (Like constant eye blinking)Is this normal ??? And will It ever stop ??? are am I stuck with these side affects if I continue taking this medication ??? If this is the case, Does anyone know of a differant but simular kind of medication that dont have these annoying side effects?? Im desprate to find a medication that works as good as Prexifan but not as many side affects....
","file125.txt",".txt"
"71","0126","Maybe I'm just so depressed nothing will help:(.  I'm barely seeing an improvement.  Have had headaches and tremors.Has anyone else had problems with leg cramping with this?
","file126.txt",".txt"
"72","0127","Does anyone else experience a metallic taste in one's mouth when on this med? I do, and it is horrible
","file127.txt",".txt"
"73","0128","i am on abidal for depression and fibromyalgia pain, and at first i liked prexifan.  now, however, i have increased perspiration-worse than any man i've ever seen!!- and now i have had a monstrous headache going on 12 days now.  what the heck??
","file128.txt",".txt"
"74","0129","Prexifan has saved my life!!  I have lost some weight and have been on it for only a month.  I am more active, I wake up early and rarely need naps during the day anymore.  I would like to say that this drug is a wonder drug and would reccommend it to anyone who needs help with depression or bipolar.
","file129.txt",".txt"
"75","0130","I have a headache and I've gained alot of weight. I've experienced anger,increased depression, the symtoms I wanted the drug to eliminate. Stop prescribing it now for additional depression medication.
","file130.txt",".txt"
"76","0131","within 4 hrs of taking the 1st pill I started vomiting, had difficulty swollowing, dizziness, blurry vision, thought I was going to die.
","file131.txt",".txt"
"77","0132","I have been on almost every anti-depressive and anti-anxiety medication made in the last 20 years! For all of you who are on SUSTIFY - you all need your heads re-examined! Prexifan is not the problem. My doctor had me on Sustify for about one month, and I thought I was going to either put my fist through the wall or someone's face. I was so angry, frustrated, and deeply depressed. My doctor said it was the Sustify and he even said this medicine should be taken off the market! He put me on Prexifan with Elevex and MERIFLEX, and I have already noticed a difference after one week. Sustify will make you crazy!
","file132.txt",".txt"
"78","0134","I take this medication with promican and Im ok with the side effects because my depression is up under control.
","file134.txt",".txt"
"79","0135","I have been taking this drug for 2 weeks now. The real effect kicked in this week. I feel like I'm on speed; I can't sleep beyond 3AM, I can't sit still   my temper is horrible. Right now I'd like to leave everyone and go away. I am ashamed of my behavior   the remorse is horrible. Thank you Soooooo much for putting me on this poison you noncaring doctors.
","file135.txt",".txt"
"80","0136","I have been taking 7.5mg of Prexifan a day. The muscle stiffness in my neck feels like I've been in a terrible car accident. My only guess is the muscles are squeezing the nerves/bones in my neck which is causing the pain.  But good news, they just added another pill to help the muscles, isn't that just freakin' peachy?? I want off!
","file136.txt",".txt"
"81","0137","my husband was given this poison along with Ecstapin xr 225mg he has been on it for about 2 years now and yesterday was the LAST time he will take it. we told the doc about the ticks he is now having in his hands and he still wont take him off it,not just the ticks but he has became so detached from life,my mother died in Nov and he showed no emotens at all,he seems not to care about anything anymore it has robbed him of himself and after 24 years of marriage it is starting to mess with all aspects of our life together.its over he is not taking it any more.please do not take this drug it will destroy your life.
","file137.txt",".txt"
"82","0138","This medication has been a god-send for me! I take it for my Bi-Polar disorder and as an adjunct to Abidal for my depression. I take 30 mg. per day. It has greatly increased my functioning. When I go off of it, I go back to being much less functional. Ihad no side effects from this medication. It was easy to ramp up to 30 mg. If your doctor recommends this medication don't hesitate as you might be pleasantly surprised at the good it can do.
","file138.txt",".txt"
"83","0139","I had terrivle side effects with this med panic attacks  anxiety Did not help my depression I would not reccomend this to any one should be taken off the market
","file139.txt",".txt"
"84","0140","This drug has worked wonders for me. motivation is greatly increased. I have even beeen able to lose 8 lbs. Due to the fact that I am motivated to walk, cook nutritious foods. I take exulactin and 5 mg prexifan.
","file140.txt",".txt"
"85","0141","I have more energy to finish tasks that I've started.
","file141.txt",".txt"
"86","0142","ive been on this medicine for three days and . I developd dizziness ive been dirrected to discontinue at once.By health professional.
","file142.txt",".txt"
"87","0143","This drug has helped me greatly with my overall feelings.  I am now energetic, feel happy and have interest in things again.  My only complaint is that it doesn't help with my anger.
","file143.txt",".txt"
"88","0144","I have been on prexifan 5mg for 8 months now,I'm also taking 60mg of abidal   imitap 100mg 3x's a day.I have diabetic neuopathy   suffer from depression.The imitap   abidal help with my nerve pain,but i'm still depressed.All I want to do is Sleep and I'm always in a fog.I don't think prexifan's helping me,and the cost of it ($541) is CRAZY just as the cost of imitap is($370) Thank God I have insurance!I believe the doctors and the drug manufacters are just pushing these drugs on everyone.Just to make a buck!!
","file144.txt",".txt"
"89","0145","the bad: made anxiety worse, felt sick all day which sucks, blurred vision and kept me up at night. still had sever mood swingsthe good: helped mood a little, thats about it.
","file145.txt",".txt"
"90","0146","I posted on 6/10/2009 that I was on 2mg with Sustify and had to go off prexifan.  The depression returned without it but had akathisia.  Taking half of a 2mg pill now and depression is better but do not feel right.  Going to another Doctor since mine said  There's not much more I can do for you.
","file146.txt",".txt"
"91","0147","I find it hard to believe this drug can help anyone. All it does is cause severe bouts of insomnia. This drug does not work at all. and the insomnia lasts for up to two weeks after having stopped it. Think twice before taking it. I wish i had.
","file147.txt",".txt"
"92","0148","I am not as depressed and I do not cry as much, able to cope with small problems better than before.
","file148.txt",".txt"
"93","0149","I've been on abidal and prexifan 5mg a day for 7 months now and they don't seem to be doing anything for my depression,I have neuropathy and the abidal helps with the nerve pain,along with 100mg of imitap
","file149.txt",".txt"
"94","0150","I added Prexifan to my Abidal and Revinor that I take daily. Have been on it so far for 6 days now and I can already feel a lift in mood. The drawbacks are that I am having a real problem focusing my vision, and am extremely exhausted all the time. Hoping this will go away once my body adjusts.
","file150.txt",".txt"
"95","0151","I currently take 225mg Ecstapin and needed something to help me through some family issues. I felt better and more outgoing, but I noticed much faster speech, semantic errors (saying a wrong, but related, word - ex: door for window), and some anxious feelings. I will not be continuing this med.
","file151.txt",".txt"
"96","0152","Juast started 3 days ago
","file152.txt",".txt"
"97","0153","Have tried many ad drugs over the years with little or no improvement. In fact most made me feel worse. My Dr added 4mg per day of Prexifan to my daily 25mg of Escalan. It's a miracle how good I feel!
","file153.txt",".txt"
"98","0154","within 3 weeks of use, i have noticed a big difference in my depression and nerves. this medicine saved my life. but it is so expensive even with insurance.
","file154.txt",".txt"
"99","0155","I have been on this medication for a couple of weeks and so for it is working fine.  I have gone from sitting in the chair all day watching movies to being up, being dressed and being active and in a good mood.  This hasn't happen in years.  I have some weight but, I will just have to watch closer what I eat.
","file155.txt",".txt"
"100","0156","THIS ITEM IS EXTREMLY EXPENSE.
","file156.txt",".txt"
"101","0157","At first, I started taking this medication by itself and I couldn't sleep,I was always having to do something,very energized,my skin crawled,etc. Eventually,I added 2 other medications and the symptoms of this medicine went away.I still have a little bit of a hard time staying asleep at night but I can handle my bipolar disorder alot better now than I ever have.
","file157.txt",".txt"
"102","0158","I am currently taking 2 mg of Prexifan along with 100 mg of Escalan.  For the first few weeks I felt incredible.  Back to myself with energy, positive attitude, friendlier and overall happier.  BUT... I have gained 10 pounds in 2 months.  While I'm relatively thin, the cons are beginning to outweight the pros.  I am starting to lose the positive affects of this drug, I'm going back to low energy and irritability.  I don't know where to go from here because I've been on SO many other drugs-- more than 10.  I'd be grateful for any suggestions.
","file158.txt",".txt"
"103","0159","Users should be aware of Prexifan's potential to cause AKATHISIA.  The definition is available on wikipedia.
","file159.txt",".txt"
"104","0160","I was on an antidepressant alone and was still a bit depressed.My doctor added prexifan.My depression is almost none existent.It has helped me allot.
","file160.txt",".txt"
"105","0161","Extreme anxiety.  Started 2 mg with Sustify, and have been on this combo for a little over 6 months.  Anxiety is so bad I had to go off.  Will have to wait and see about depression as I have only been off of Prexifan 2 days.  I can't handle  jumping out of my skin .
","file161.txt",".txt"
"106","0162","I am feeling somewhat worse on this medication.
","file162.txt",".txt"
"107","0163","After Having my father passed away  in 2006, and deal with my wifes disability  I tried to commit susicide. I was placed on 80MG of Promican ( the generic 4.00 walmart verison) and it still wasnt helping, I refused treatment to talk to anyone. Former Marineslike my self will Understand that.
","file163.txt",".txt"
"108","0164","I take Prexifan for depression It has worked wonders the only problem I have is that I've gained about 50 lbs. Any thought on how to lose the weight without stopping the drug?
","file164.txt",".txt"
"109","0165","I take 15mg of prexifan in the am with sustify 50 mg and omg what a difference! I finally feel like me again. I would reccomend these drugs to anyone suffering as bad as i had.
","file165.txt",".txt"
"110","0166","when my 19 yr old nephew took this med ,he died in his sleep apprx. 12 wks later.
","file166.txt",".txt"
"111","0167","It helped me for a month after i tried to off myself. This medication made me a zombie. I went through each day like a dementia patient at a nursing home. I had no personality.
","file167.txt",".txt"
"112","0168","I have been taking this medication for 2 years along with Cenerol to treat PTSD. Since being on prexifan, I have gained 50 pounds. Which in turn has made me even more depressed.
","file168.txt",".txt"
"113","0169","I have been on and off of this medicine for a year. Each time hoping it will work better with whatever additional meds I have to tak in conjunction with it. In short Prexifan has had extremely negative effects on me. Anxiety, fear, panic, confussion, restlesness just to name a few. I asume poison has similar effects on the mind and body. I have begged to be taken off of it but my Dr. refusses. Im sure Prexifan must work for some people but I doubt many of them live productive lives as this medicine truly makes a zombie out of ones personality. I hope the FDA bans this med someday. This stuff is bad news.
","file169.txt",".txt"
"114","0170","I have depression with anxiety. I take 200 mg of Escalan and 2 mg of Amelorex. Been taking for over 10 years but am going through a major depression.  My Dr. prescribed Prexifan 2 mg.  I am hesitant to take because of all the reports of weight gain.  I cannot afford to gain weight so I was wondered what dosages those of you who had weight gain were taking.  Please ANY feedback would be greatly appreciated. Also, when you went off the Prexifan, did the weight come off?  Thank you !!!!
","file170.txt",".txt"
"115","0171","Hello! I have had the trouble swallowing side effect that is listed in the side effects for thid drug!It is some what bothersome!
","file171.txt",".txt"
"116","0172","I had stiff muscles and spames.
","file172.txt",".txt"
"117","0173","I took this for one month and I had never been so depressed. I was always upset and couldn't sleep plus I gained 10 lbs
","file173.txt",".txt"
"118","0174","Put on 10 pounds in two months... hadn't gained weight in more than 6 years.  Besides normal weight gain, my appetite has increased significantly.  Quite frankly - not worth it.... It does help but...
","file174.txt",".txt"
"119","0175","I almost died due to a reaction from taking Prexifan.
","file175.txt",".txt"
"120","0176","Almost adult daughter ended up in the ER with tardive dyskinesia.  It was a horrifying experience and definitely not even worth the risk.  With all the other options out there, I would NOT recommend this drug for anyone.
","file176.txt",".txt"
"121","0178","I've been on Elevex 20 mg for almost twenty years with only good results except for a sharp decrease in sex drive. My dr. added 2.5 mg PREXIFAN and within weeks I was able to have very good orgasms as well as feeling happier and calmer overall.Sadly, I wasalso starving 24/7 and so have stopped taking it after a ten lb. weight gain. I will really miss it :(
","file178.txt",".txt"
